"name","description","product_variants","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image_url","manufacturer_sku","content_url","ordering_unit","is_broken_case","avg_case_weight","brand","category","manufacturer_name","distributor_name","supplier_name","country_of_origin"
"Cabernet Sauvignon California","","","1919152",24,187,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3188834/e67f47d2ad40e9e5b1126.png?1719237081","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay Bright & Breezy","","","1166526",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3184668/a832758a243e20974b68d.png?1718892271","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay Buttery California","","","1778168",6,3,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1638798/9c421656249683d4a8979.png?1616733074","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay Buttery California","","","1819921",6,1.5,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1638798/9c421656249683d4a8979.png?1616733074","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay Buttery California","","","1298036",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1638798/9c421656249683d4a8979.png?1616733074","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay California","","","1770023",6,3,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2628391/fbe25bd747497640be3e5.png?1684259778","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay California","","","1574849",6,1.5,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2628391/fbe25bd747497640be3e5.png?1684259778","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay California","","","1305959",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2628391/fbe25bd747497640be3e5.png?1684259778","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay California","","","1567714",12,500,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2628391/fbe25bd747497640be3e5.png?1684259778","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Chardonnay California","","","1367448",24,187,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2628391/fbe25bd747497640be3e5.png?1684259778","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Fruitscato Lemonade","","","1957749",6,1.5,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2127006/b1af00a68cf6b55861ade.png?1639571065","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
